,0
2439,italian_greyhound
2440,malinois
2441,samoyed
2442,australian_terrier
2443,bouvier_des_flandres
2444,gordon_setter
2445,sealyham_terrier
2446,clumber
2447,lhasa
2448,lakeland_terrier
2449,shih-tzu
2450,afghan_hound
2451,rottweiler
2452,schipperke
2453,shih-tzu
2454,airedale
2455,tibetan_terrier
2456,afghan_hound
2457,sealyham_terrier
2458,english_setter
2459,bluetick
2460,vizsla
2461,toy_poodle
2462,shih-tzu
2463,bedlington_terrier
2464,komondor
2465,doberman
2466,japanese_spaniel
2467,rottweiler
2468,bloodhound
2469,american_staffordshire_terrier
2470,yorkshire_terrier
2471,gordon_setter
2472,yorkshire_terrier
2473,dingo
2474,leonberg
2475,great_pyrenees
2476,dingo
2477,borzoi
2478,schipperke
2479,bernese_mountain_dog
2480,scotch_terrier
2481,mexican_hairless
2482,tibetan_mastiff
2483,bull_mastiff
2484,basset
2485,afghan_hound
2486,irish_terrier
2487,boxer
2488,west_highland_white_terrier
2489,norwegian_elkhound
2490,bernese_mountain_dog
2491,curly-coated_retriever
2492,miniature_pinscher
2493,old_english_sheepdog
2494,dhole
2495,silky_terrier
2496,rhodesian_ridgeback
2497,west_highland_white_terrier
2498,pug
2499,tibetan_mastiff
2500,giant_schnauzer
2501,boxer
2502,beagle
2503,miniature_schnauzer
2504,irish_setter
2505,sussex_spaniel
2506,yorkshire_terrier
2507,affenpinscher
2508,malamute
2509,saint_bernard
2510,kerry_blue_terrier
2511,dingo
2512,miniature_poodle
2513,staffordshire_bullterrier
2514,schipperke
2515,pekinese
2516,keeshond
2517,miniature_poodle
2518,english_foxhound
2519,sussex_spaniel
2520,maltese_dog
2521,border_collie
2522,maltese_dog
2523,affenpinscher
2524,saluki
2525,keeshond
2526,ibizan_hound
2527,border_terrier
2528,bloodhound
2529,basset
2530,airedale
2531,whippet
2532,saint_bernard
2533,giant_schnauzer
2534,entlebucher
2535,pomeranian
2536,miniature_pinscher
2537,old_english_sheepdog
2538,lakeland_terrier
2539,basset
2540,flat-coated_retriever
2541,bluetick
2542,kerry_blue_terrier
2543,entlebucher
2544,blenheim_spaniel
2545,giant_schnauzer
2546,affenpinscher
2547,leonberg
2548,newfoundland
2549,bloodhound
2550,italian_greyhound
2551,kelpie
2552,siberian_husky
2553,soft-coated_wheaten_terrier
2554,malinois
2555,bluetick
2556,siberian_husky
2557,irish_water_spaniel
2558,saint_bernard
2559,keeshond
2560,english_setter
2561,newfoundland
2562,irish_setter
2563,tibetan_terrier
2564,scottish_deerhound
2565,brabancon_griffon
2566,siberian_husky
2567,pembroke
2568,bloodhound
2569,airedale
2570,mexican_hairless
2571,american_staffordshire_terrier
2572,standard_poodle
2573,italian_greyhound
2574,silky_terrier
2575,english_foxhound
2576,border_terrier
2577,redbone
2578,norfolk_terrier
2579,wire-haired_fox_terrier
2580,chow
2581,staffordshire_bullterrier
2582,briard
2583,welsh_springer_spaniel
2584,afghan_hound
2585,irish_water_spaniel
2586,chihuahua
2587,welsh_springer_spaniel
2588,norwegian_elkhound
2589,brittany_spaniel
2590,basset
2591,toy_poodle
2592,boston_bull
2593,irish_terrier
2594,english_springer
2595,collie
2596,toy_terrier
2597,cocker_spaniel
2598,cairn
2599,leonberg
2600,shih-tzu
2601,komondor
2602,gordon_setter
2603,cairn
2604,staffordshire_bullterrier
2605,saint_bernard
2606,groenendael
2607,west_highland_white_terrier
2608,golden_retriever
2609,pekinese
2610,tibetan_terrier
2611,great_pyrenees
2612,shih-tzu
2613,bedlington_terrier
2614,miniature_pinscher
2615,scottish_deerhound
2616,american_staffordshire_terrier
2617,japanese_spaniel
2618,basenji
2619,otterhound
2620,border_collie
2621,weimaraner
2622,cardigan
2623,bedlington_terrier
2624,bluetick
2625,german_shepherd
2626,australian_terrier
2627,brittany_spaniel
2628,rottweiler
2629,affenpinscher
2630,bedlington_terrier
2631,vizsla
2632,standard_poodle
2633,gordon_setter
2634,italian_greyhound
2635,kuvasz
2636,clumber
2637,pomeranian
2638,norwegian_elkhound
2639,chow
2640,shih-tzu
2641,welsh_springer_spaniel
2642,sealyham_terrier
2643,yorkshire_terrier
2644,german_shepherd
2645,italian_greyhound
2646,rottweiler
2647,bedlington_terrier
2648,toy_terrier
2649,norwegian_elkhound
2650,west_highland_white_terrier
2651,komondor
2652,scottish_deerhound
2653,english_foxhound
2654,chesapeake_bay_retriever
2655,australian_terrier
2656,scottish_deerhound
2657,west_highland_white_terrier
2658,saint_bernard
2659,papillon
2660,flat-coated_retriever
2661,norwich_terrier
2662,siberian_husky
2663,bedlington_terrier
2664,whippet
2665,bloodhound
2666,pomeranian
2667,entlebucher
2668,vizsla
2669,tibetan_mastiff
2670,lakeland_terrier
2671,west_highland_white_terrier
2672,dandie_dinmont
2673,cardigan
2674,dingo
2675,border_collie
2676,australian_terrier
2677,pembroke
2678,sealyham_terrier
2679,beagle
2680,basset
2681,west_highland_white_terrier
2682,bloodhound
2683,keeshond
2684,beagle
2685,yorkshire_terrier
2686,ibizan_hound
2687,miniature_schnauzer
2688,groenendael
2689,irish_wolfhound
2690,borzoi
2691,labrador_retriever
2692,cairn
2693,soft-coated_wheaten_terrier
2694,whippet
2695,irish_wolfhound
2696,saint_bernard
2697,malinois
2698,afghan_hound
2699,japanese_spaniel
2700,japanese_spaniel
2701,whippet
2702,silky_terrier
2703,blenheim_spaniel
2704,briard
2705,airedale
2706,great_pyrenees
2707,cairn
2708,chesapeake_bay_retriever
2709,cairn
2710,basset
2711,irish_wolfhound
2712,newfoundland
2713,vizsla
2714,irish_wolfhound
2715,clumber
2716,german_short-haired_pointer
2717,collie
2718,standard_schnauzer
2719,american_staffordshire_terrier
2720,curly-coated_retriever
2721,toy_poodle
2722,blenheim_spaniel
2723,papillon
2724,briard
2725,bloodhound
2726,dandie_dinmont
2727,kuvasz
2728,redbone
2729,irish_setter
2730,rottweiler
2731,chow
2732,chow
2733,shetland_sheepdog
2734,scottish_deerhound
2735,bloodhound
2736,standard_poodle
2737,norwegian_elkhound
2738,maltese_dog
2739,english_foxhound
2740,bernese_mountain_dog
2741,greater_swiss_mountain_dog
2742,flat-coated_retriever
2743,rhodesian_ridgeback
2744,irish_wolfhound
2745,samoyed
2746,border_terrier
2747,clumber
2748,irish_water_spaniel
2749,bouvier_des_flandres
2750,rhodesian_ridgeback
2751,afghan_hound
2752,border_collie
2753,english_foxhound
2754,malamute
2755,american_staffordshire_terrier
2756,giant_schnauzer
2757,west_highland_white_terrier
2758,bouvier_des_flandres
2759,german_short-haired_pointer
2760,leonberg
2761,bouvier_des_flandres
2762,walker_hound
2763,pug
2764,saluki
2765,afghan_hound
2766,scotch_terrier
2767,pug
2768,borzoi
2769,afghan_hound
2770,flat-coated_retriever
2771,black-and-tan_coonhound
2772,saluki
2773,tibetan_terrier
2774,sealyham_terrier
2775,soft-coated_wheaten_terrier
2776,kuvasz
2777,rhodesian_ridgeback
2778,black-and-tan_coonhound
2779,pembroke
2780,dhole
2781,shih-tzu
2782,rottweiler
2783,affenpinscher
2784,welsh_springer_spaniel
2785,dhole
2786,rottweiler
2787,irish_water_spaniel
2788,irish_wolfhound
2789,bouvier_des_flandres
2790,maltese_dog
2791,black-and-tan_coonhound
2792,kerry_blue_terrier
2793,english_setter
2794,keeshond
2795,siberian_husky
2796,giant_schnauzer
2797,tibetan_terrier
2798,pekinese
2799,irish_water_spaniel
2800,dingo
2801,pomeranian
2802,giant_schnauzer
2803,american_staffordshire_terrier
2804,mexican_hairless
2805,eskimo_dog
2806,saluki
2807,pomeranian
2808,scottish_deerhound
2809,pekinese
2810,dhole
2811,afghan_hound
2812,irish_terrier
2813,english_springer
2814,miniature_poodle
2815,great_pyrenees
2816,kerry_blue_terrier
2817,yorkshire_terrier
2818,bluetick
2819,blenheim_spaniel
2820,rhodesian_ridgeback
2821,shetland_sheepdog
2822,yorkshire_terrier
2823,dingo
2824,norwich_terrier
2825,sealyham_terrier
2826,sussex_spaniel
2827,vizsla
2828,silky_terrier
2829,english_setter
2830,lakeland_terrier
2831,siberian_husky
2832,maltese_dog
2833,sussex_spaniel
2834,beagle
2835,scotch_terrier
2836,old_english_sheepdog
2837,chow
2838,basenji
2839,kerry_blue_terrier
2840,boston_bull
2841,old_english_sheepdog
2842,italian_greyhound
2843,blenheim_spaniel
2844,kerry_blue_terrier
2845,border_terrier
2846,golden_retriever
2847,irish_terrier
2848,bull_mastiff
2849,tibetan_mastiff
2850,maltese_dog
2851,pekinese
2852,rhodesian_ridgeback
2853,sealyham_terrier
2854,pekinese
2855,miniature_pinscher
2856,dandie_dinmont
2857,entlebucher
2858,shetland_sheepdog
2859,west_highland_white_terrier
2860,papillon
2861,mexican_hairless
2862,norwich_terrier
2863,bedlington_terrier
2864,pug
2865,clumber
2866,whippet
2867,miniature_schnauzer
2868,toy_terrier
2869,dandie_dinmont
2870,african_hunting_dog
2871,airedale
2872,whippet
2873,entlebucher
2874,newfoundland
2875,siberian_husky
2876,samoyed
2877,pug
2878,newfoundland
2879,pembroke
2880,cocker_spaniel
2881,boxer
2882,miniature_poodle
2883,toy_poodle
2884,shih-tzu
2885,american_staffordshire_terrier
2886,japanese_spaniel
2887,brabancon_griffon
2888,bernese_mountain_dog
2889,yorkshire_terrier
2890,entlebucher
2891,irish_wolfhound
2892,samoyed
2893,redbone
2894,norwegian_elkhound
2895,toy_poodle
2896,german_short-haired_pointer
2897,basenji
2898,norwegian_elkhound
2899,staffordshire_bullterrier
2900,otterhound
2901,german_short-haired_pointer
2902,maltese_dog
2903,sussex_spaniel
2904,sussex_spaniel
2905,english_setter
2906,irish_setter
2907,norwich_terrier
2908,bernese_mountain_dog
2909,border_collie
2910,dhole
2911,entlebucher
2912,shih-tzu
2913,flat-coated_retriever
2914,italian_greyhound
2915,maltese_dog
2916,irish_wolfhound
2917,border_terrier
2918,malamute
2919,boston_bull
2920,english_foxhound
2921,affenpinscher
2922,border_collie
2923,miniature_pinscher
2924,irish_wolfhound
2925,norwegian_elkhound
2926,schipperke
2927,tibetan_mastiff
2928,sealyham_terrier
2929,lakeland_terrier
2930,otterhound
2931,cardigan
2932,border_terrier
2933,dandie_dinmont
2934,collie
2935,old_english_sheepdog
2936,english_springer
2937,italian_greyhound
2938,saint_bernard
2939,standard_poodle
2940,brittany_spaniel
2941,beagle
2942,golden_retriever
2943,newfoundland
2944,bernese_mountain_dog
2945,kuvasz
2946,samoyed
2947,pomeranian
2948,boston_bull
2949,lhasa
2950,japanese_spaniel
2951,toy_poodle
2952,irish_terrier
2953,newfoundland
2954,great_pyrenees
2955,toy_poodle
2956,sealyham_terrier
2957,boxer
2958,curly-coated_retriever
2959,tibetan_terrier
2960,golden_retriever
2961,bedlington_terrier
2962,afghan_hound
2963,groenendael
2964,african_hunting_dog
2965,samoyed
2966,pug
2967,old_english_sheepdog
2968,kerry_blue_terrier
2969,gordon_setter
2970,soft-coated_wheaten_terrier
2971,basenji
2972,brittany_spaniel
2973,american_staffordshire_terrier
2974,african_hunting_dog
2975,toy_terrier
2976,cocker_spaniel
2977,great_pyrenees
2978,bloodhound
2979,old_english_sheepdog
2980,dhole
2981,rottweiler
2982,kerry_blue_terrier
2983,schipperke
2984,norwegian_elkhound
2985,japanese_spaniel
2986,rhodesian_ridgeback
2987,samoyed
2988,pembroke
2989,leonberg
2990,shetland_sheepdog
2991,irish_terrier
2992,sussex_spaniel
2993,african_hunting_dog
2994,whippet
2995,malinois
2996,irish_setter
2997,boston_bull
2998,giant_schnauzer
2999,japanese_spaniel
3000,blenheim_spaniel
3001,english_setter
3002,lakeland_terrier
3003,dhole
3004,walker_hound
3005,brabancon_griffon
3006,miniature_schnauzer
3007,whippet
3008,maltese_dog
3009,entlebucher
3010,samoyed
3011,afghan_hound
3012,great_dane
3013,pug
3014,gordon_setter
3015,vizsla
3016,pekinese
3017,great_pyrenees
3018,briard
3019,mexican_hairless
3020,yorkshire_terrier
3021,afghan_hound
3022,yorkshire_terrier
3023,malamute
3024,brabancon_griffon
3025,keeshond
3026,irish_terrier
3027,weimaraner
3028,siberian_husky
3029,norwich_terrier
3030,norfolk_terrier
3031,entlebucher
3032,border_terrier
3033,cairn
3034,basset
3035,great_pyrenees
3036,scottish_deerhound
3037,dingo
3038,pomeranian
3039,dingo
3040,mexican_hairless
3041,ibizan_hound
3042,bull_mastiff
3043,vizsla
3044,siberian_husky
3045,scottish_deerhound
3046,golden_retriever
3047,cocker_spaniel
3048,dandie_dinmont
3049,african_hunting_dog
3050,redbone
3051,chow
3052,miniature_poodle
3053,giant_schnauzer
3054,sussex_spaniel
3055,english_foxhound
3056,blenheim_spaniel
3057,pug
3058,airedale
3059,norwegian_elkhound
3060,miniature_schnauzer
3061,basset
3062,ibizan_hound
3063,walker_hound
3064,briard
3065,miniature_schnauzer
3066,bloodhound
3067,pomeranian
3068,keeshond
3069,sussex_spaniel
3070,clumber
3071,bull_mastiff
3072,tibetan_terrier
3073,dandie_dinmont
3074,gordon_setter
3075,kelpie
3076,kuvasz
3077,chow
3078,norwich_terrier
3079,kerry_blue_terrier
3080,ibizan_hound
3081,english_foxhound
3082,shetland_sheepdog
3083,ibizan_hound
3084,bluetick
3085,pembroke
3086,great_dane
3087,bouvier_des_flandres
3088,bedlington_terrier
3089,keeshond
3090,flat-coated_retriever
3091,french_bulldog
3092,english_springer
3093,saint_bernard
3094,rhodesian_ridgeback
3095,toy_poodle
3096,bouvier_des_flandres
3097,australian_terrier
3098,entlebucher
3099,malamute
3100,weimaraner
3101,saluki
3102,standard_schnauzer
3103,leonberg
3104,shih-tzu
3105,komondor
3106,maltese_dog
3107,norwich_terrier
3108,pug
3109,kerry_blue_terrier
3110,pembroke
3111,weimaraner
3112,irish_setter
3113,ibizan_hound
3114,beagle
3115,whippet
3116,brittany_spaniel
3117,pomeranian
3118,giant_schnauzer
3119,borzoi
3120,lakeland_terrier
3121,samoyed
3122,redbone
3123,keeshond
3124,sealyham_terrier
3125,schipperke
3126,weimaraner
3127,irish_setter
3128,english_springer
3129,shih-tzu
3130,cocker_spaniel
3131,clumber
3132,gordon_setter
3133,yorkshire_terrier
3134,affenpinscher
3135,scottish_deerhound
3136,french_bulldog
3137,shih-tzu
3138,black-and-tan_coonhound
3139,cocker_spaniel
3140,ibizan_hound
3141,shetland_sheepdog
3142,boxer
3143,weimaraner
3144,saluki
3145,sussex_spaniel
3146,miniature_schnauzer
3147,blenheim_spaniel
3148,staffordshire_bullterrier
3149,dhole
3150,lakeland_terrier
3151,border_collie
3152,pomeranian
3153,miniature_schnauzer
3154,golden_retriever
3155,norwich_terrier
3156,chow
3157,irish_wolfhound
3158,malamute
3159,german_shepherd
3160,ibizan_hound
3161,greater_swiss_mountain_dog
3162,curly-coated_retriever
3163,basset
3164,otterhound
3165,great_pyrenees
3166,great_pyrenees
3167,saint_bernard
3168,kerry_blue_terrier
3169,lhasa
3170,rhodesian_ridgeback
3171,vizsla
3172,saluki
3173,dingo
3174,cairn
3175,malinois
3176,bluetick
3177,saint_bernard
3178,irish_wolfhound
3179,malinois
3180,doberman
3181,papillon
3182,brabancon_griffon
3183,vizsla
3184,bernese_mountain_dog
3185,shih-tzu
3186,samoyed
3187,west_highland_white_terrier
3188,staffordshire_bullterrier
3189,norwegian_elkhound
3190,boxer
3191,affenpinscher
3192,scottish_deerhound
3193,irish_wolfhound
3194,soft-coated_wheaten_terrier
3195,ibizan_hound
3196,african_hunting_dog
3197,west_highland_white_terrier
3198,shih-tzu
3199,blenheim_spaniel
3200,old_english_sheepdog
3201,golden_retriever
3202,miniature_poodle
3203,groenendael
3204,cardigan
3205,rhodesian_ridgeback
3206,boston_bull
3207,english_foxhound
3208,curly-coated_retriever
3209,malamute
3210,great_dane
3211,norfolk_terrier
3212,basset
3213,italian_greyhound
3214,brittany_spaniel
3215,beagle
3216,silky_terrier
3217,cocker_spaniel
3218,black-and-tan_coonhound
3219,american_staffordshire_terrier
3220,kelpie
3221,australian_terrier
3222,kuvasz
3223,giant_schnauzer
3224,entlebucher
3225,rhodesian_ridgeback
3226,vizsla
3227,otterhound
3228,bernese_mountain_dog
3229,black-and-tan_coonhound
3230,shih-tzu
3231,leonberg
3232,saint_bernard
3233,toy_terrier
3234,saint_bernard
3235,maltese_dog
3236,komondor
3237,bluetick
3238,brabancon_griffon
3239,chow
3240,pembroke
3241,leonberg
3242,keeshond
3243,tibetan_mastiff
3244,english_foxhound
3245,border_terrier
3246,newfoundland
3247,irish_wolfhound
3248,brabancon_griffon
3249,bedlington_terrier
3250,irish_wolfhound
3251,miniature_pinscher
3252,tibetan_terrier
3253,newfoundland
3254,scottish_deerhound
3255,wire-haired_fox_terrier
3256,bluetick
3257,kerry_blue_terrier
3258,pekinese
3259,schipperke
3260,leonberg
3261,vizsla
3262,sussex_spaniel
3263,border_collie
3264,yorkshire_terrier
3265,komondor
3266,entlebucher
3267,black-and-tan_coonhound
3268,norwich_terrier
3269,otterhound
3270,dingo
3271,maltese_dog
3272,american_staffordshire_terrier
3273,boston_bull
3274,rhodesian_ridgeback
3275,miniature_schnauzer
3276,leonberg
3277,dingo
3278,standard_poodle
3279,briard
3280,german_shepherd
3281,papillon
3282,scotch_terrier
3283,labrador_retriever
3284,wire-haired_fox_terrier
3285,leonberg
3286,cocker_spaniel
3287,irish_wolfhound
3288,dandie_dinmont
3289,chow
3290,irish_wolfhound
3291,standard_poodle
3292,whippet
3293,weimaraner
3294,chow
3295,doberman
3296,bernese_mountain_dog
3297,irish_setter
3298,irish_terrier
3299,scottish_deerhound
3300,greater_swiss_mountain_dog
3301,standard_poodle
3302,tibetan_mastiff
3303,bull_mastiff
3304,tibetan_terrier
3305,scotch_terrier
3306,rottweiler
3307,black-and-tan_coonhound
3308,scottish_deerhound
3309,dandie_dinmont
3310,gordon_setter
3311,cairn
3312,pomeranian
3313,kelpie
3314,entlebucher
3315,yorkshire_terrier
3316,pekinese
3317,greater_swiss_mountain_dog
3318,malinois
3319,golden_retriever
3320,irish_water_spaniel
3321,clumber
3322,staffordshire_bullterrier
3323,appenzeller
3324,basenji
3325,sussex_spaniel
3326,boston_bull
3327,toy_poodle
3328,scottish_deerhound
3329,toy_terrier
3330,irish_water_spaniel
3331,basset
3332,labrador_retriever
3333,siberian_husky
3334,pembroke
3335,norwegian_elkhound
3336,schipperke
3337,malinois
3338,chesapeake_bay_retriever
3339,irish_terrier
3340,malinois
3341,basenji
3342,pomeranian
3343,appenzeller
3344,shih-tzu
3345,border_terrier
3346,norfolk_terrier
3347,english_setter
3348,pembroke
3349,shih-tzu
3350,japanese_spaniel
3351,beagle
3352,kelpie
3353,scottish_deerhound
3354,afghan_hound
3355,irish_water_spaniel
3356,australian_terrier
3357,kerry_blue_terrier
3358,norfolk_terrier
3359,australian_terrier
3360,entlebucher
3361,otterhound
3362,welsh_springer_spaniel
3363,saint_bernard
3364,afghan_hound
3365,norwegian_elkhound
3366,leonberg
3367,otterhound
3368,irish_terrier
3369,italian_greyhound
3370,beagle
3371,pembroke
3372,miniature_pinscher
3373,blenheim_spaniel
3374,beagle
3375,french_bulldog
3376,blenheim_spaniel
3377,lakeland_terrier
3378,great_pyrenees
3379,leonberg
3380,weimaraner
3381,leonberg
3382,great_dane
3383,doberman
3384,groenendael
3385,border_collie
3386,eskimo_dog
3387,shetland_sheepdog
3388,briard
3389,kuvasz
3390,malamute
3391,staffordshire_bullterrier
3392,malamute
3393,irish_terrier
3394,bedlington_terrier
3395,boston_bull
3396,bloodhound
3397,rottweiler
3398,afghan_hound
3399,cocker_spaniel
3400,welsh_springer_spaniel
3401,entlebucher
3402,pomeranian
3403,irish_water_spaniel
3404,bloodhound
3405,siberian_husky
3406,keeshond
3407,irish_water_spaniel
3408,cardigan
3409,west_highland_white_terrier
3410,bedlington_terrier
3411,french_bulldog
3412,english_setter
3413,vizsla
3414,samoyed
3415,pekinese
3416,cocker_spaniel
3417,siberian_husky
3418,rhodesian_ridgeback
3419,briard
3420,rhodesian_ridgeback
3421,norwegian_elkhound
3422,weimaraner
3423,kerry_blue_terrier
3424,entlebucher
3425,pug
3426,samoyed
3427,mexican_hairless
3428,chow
3429,weimaraner
3430,toy_terrier
3431,gordon_setter
3432,malamute
3433,beagle
3434,kelpie
3435,brabancon_griffon
3436,curly-coated_retriever
3437,german_short-haired_pointer
3438,weimaraner
3439,scottish_deerhound
3440,basenji
3441,clumber
3442,kerry_blue_terrier
3443,great_pyrenees
3444,cardigan
3445,basenji
3446,komondor
3447,bull_mastiff
3448,bouvier_des_flandres
3449,dingo
3450,pug
3451,scottish_deerhound
3452,cocker_spaniel
3453,whippet
3454,groenendael
3455,siberian_husky
3456,saint_bernard
3457,japanese_spaniel
3458,great_pyrenees
3459,bloodhound
3460,pembroke
3461,staffordshire_bullterrier
3462,siberian_husky
3463,whippet
3464,clumber
3465,yorkshire_terrier
3466,afghan_hound
3467,maltese_dog
3468,pekinese
3469,french_bulldog
3470,english_springer
3471,english_springer
3472,saluki
3473,staffordshire_bullterrier
3474,brabancon_griffon
3475,blenheim_spaniel
3476,wire-haired_fox_terrier
3477,weimaraner
3478,rottweiler
3479,afghan_hound
3480,sealyham_terrier
3481,otterhound
3482,rhodesian_ridgeback
3483,soft-coated_wheaten_terrier
3484,cocker_spaniel
3485,italian_greyhound
3486,clumber
3487,border_terrier
3488,norfolk_terrier
3489,rhodesian_ridgeback
3490,irish_setter
3491,walker_hound
3492,entlebucher
3493,pembroke
3494,chesapeake_bay_retriever
3495,english_springer
3496,pembroke
3497,rottweiler
3498,brittany_spaniel
3499,airedale
3500,irish_wolfhound
3501,border_collie
3502,doberman
3503,shetland_sheepdog
3504,toy_terrier
3505,border_terrier
3506,gordon_setter
3507,pug
3508,irish_wolfhound
3509,rhodesian_ridgeback
3510,brittany_spaniel
3511,briard
3512,brabancon_griffon
3513,ibizan_hound
3514,curly-coated_retriever
3515,komondor
3516,bloodhound
3517,irish_terrier
3518,great_pyrenees
3519,redbone
3520,maltese_dog
3521,english_setter
3522,cairn
3523,chow
3524,greater_swiss_mountain_dog
3525,mexican_hairless
3526,shetland_sheepdog
3527,yorkshire_terrier
3528,great_pyrenees
3529,scotch_terrier
3530,saint_bernard
3531,leonberg
3532,great_dane
3533,bernese_mountain_dog
3534,sussex_spaniel
3535,sussex_spaniel
3536,rottweiler
3537,pembroke
3538,african_hunting_dog
3539,bloodhound
3540,gordon_setter
3541,pembroke
3542,miniature_schnauzer
3543,norwegian_elkhound
3544,beagle
3545,miniature_pinscher
3546,rottweiler
3547,dandie_dinmont
3548,toy_terrier
3549,shih-tzu
3550,siberian_husky
3551,cairn
3552,kuvasz
3553,papillon
3554,briard
3555,dhole
3556,scottish_deerhound
3557,maltese_dog
3558,ibizan_hound
3559,papillon
3560,chow
3561,bluetick
3562,tibetan_terrier
3563,redbone
3564,black-and-tan_coonhound
3565,yorkshire_terrier
3566,english_foxhound
3567,bedlington_terrier
3568,basenji
3569,silky_terrier
3570,leonberg
3571,leonberg
3572,maltese_dog
3573,irish_terrier
3574,scottish_deerhound
3575,pomeranian
3576,otterhound
3577,papillon
3578,afghan_hound
3579,irish_water_spaniel
3580,vizsla
3581,australian_terrier
3582,yorkshire_terrier
3583,scottish_deerhound
3584,brabancon_griffon
3585,english_springer
3586,wire-haired_fox_terrier
3587,bluetick
3588,sussex_spaniel
3589,afghan_hound
3590,cardigan
3591,scotch_terrier
3592,pembroke
3593,basenji
3594,cairn
3595,vizsla
3596,entlebucher
3597,miniature_schnauzer
3598,blenheim_spaniel
3599,saint_bernard
3600,tibetan_terrier
3601,pomeranian
3602,kerry_blue_terrier
3603,standard_schnauzer
3604,border_collie
3605,kerry_blue_terrier
3606,great_pyrenees
3607,chow
3608,keeshond
3609,bouvier_des_flandres
3610,dingo
3611,beagle
3612,appenzeller
3613,saluki
3614,cardigan
3615,italian_greyhound
3616,papillon
3617,toy_poodle
3618,flat-coated_retriever
3619,pomeranian
3620,border_terrier
3621,newfoundland
3622,brabancon_griffon
3623,malamute
3624,norfolk_terrier
3625,lakeland_terrier
3626,samoyed
3627,flat-coated_retriever
3628,chihuahua
3629,gordon_setter
3630,french_bulldog
3631,bull_mastiff
3632,west_highland_white_terrier
3633,schipperke
3634,gordon_setter
3635,soft-coated_wheaten_terrier
3636,leonberg
3637,beagle
3638,greater_swiss_mountain_dog
3639,doberman
3640,bloodhound
3641,yorkshire_terrier
3642,newfoundland
3643,newfoundland
3644,miniature_pinscher
3645,malamute
3646,weimaraner
3647,chesapeake_bay_retriever
3648,sussex_spaniel
3649,english_springer
3650,lakeland_terrier
3651,pembroke
3652,walker_hound
3653,walker_hound
3654,curly-coated_retriever
3655,norwegian_elkhound
3656,cairn
3657,sealyham_terrier
3658,schipperke
3659,german_short-haired_pointer
3660,sealyham_terrier
3661,cairn
3662,chesapeake_bay_retriever
3663,norwich_terrier
3664,irish_wolfhound
3665,sussex_spaniel
3666,bernese_mountain_dog
3667,rhodesian_ridgeback
3668,lakeland_terrier
3669,sussex_spaniel
3670,ibizan_hound
3671,scottish_deerhound
3672,bernese_mountain_dog
3673,bull_mastiff
3674,boston_bull
3675,border_terrier
3676,brabancon_griffon
3677,komondor
3678,yorkshire_terrier
3679,leonberg
3680,komondor
3681,chow
3682,irish_water_spaniel
3683,german_short-haired_pointer
3684,bouvier_des_flandres
3685,saluki
3686,curly-coated_retriever
3687,schipperke
3688,norwegian_elkhound
3689,great_pyrenees
3690,silky_terrier
3691,norwegian_elkhound
3692,miniature_pinscher
3693,german_short-haired_pointer
3694,doberman
3695,great_pyrenees
3696,schipperke
3697,mexican_hairless
3698,toy_poodle
3699,scottish_deerhound
3700,japanese_spaniel
3701,bernese_mountain_dog
3702,papillon
3703,great_pyrenees
3704,irish_wolfhound
3705,cardigan
3706,schipperke
3707,west_highland_white_terrier
3708,tibetan_terrier
3709,italian_greyhound
3710,chesapeake_bay_retriever
3711,pembroke
3712,miniature_pinscher
3713,italian_greyhound
3714,leonberg
3715,miniature_pinscher
3716,chihuahua
3717,leonberg
3718,weimaraner
3719,rottweiler
3720,beagle
3721,basenji
3722,scotch_terrier
3723,american_staffordshire_terrier
3724,siberian_husky
3725,french_bulldog
3726,groenendael
3727,english_springer
3728,irish_wolfhound
3729,blenheim_spaniel
3730,gordon_setter
3731,pembroke
3732,irish_terrier
3733,pembroke
3734,english_foxhound
3735,siberian_husky
3736,shetland_sheepdog
3737,labrador_retriever
3738,irish_water_spaniel
3739,doberman
3740,bedlington_terrier
3741,italian_greyhound
3742,saluki
3743,english_setter
3744,dhole
3745,toy_poodle
3746,beagle
3747,english_springer
3748,welsh_springer_spaniel
3749,irish_setter
3750,groenendael
3751,boston_bull
3752,newfoundland
3753,basset
3754,maltese_dog
3755,bedlington_terrier
3756,silky_terrier
3757,pembroke
3758,boston_bull
3759,miniature_poodle
3760,cocker_spaniel
3761,afghan_hound
3762,schipperke
3763,soft-coated_wheaten_terrier
3764,bloodhound
3765,australian_terrier
3766,yorkshire_terrier
3767,shetland_sheepdog
3768,american_staffordshire_terrier
3769,border_terrier
3770,norfolk_terrier
3771,maltese_dog
3772,rhodesian_ridgeback
3773,rottweiler
3774,samoyed
3775,basenji
3776,gordon_setter
3777,maltese_dog
3778,sealyham_terrier
3779,border_terrier
3780,brittany_spaniel
3781,chesapeake_bay_retriever
3782,flat-coated_retriever
3783,dhole
3784,cocker_spaniel
3785,groenendael
3786,norwich_terrier
3787,airedale
3788,bloodhound
3789,ibizan_hound
3790,pembroke
3791,toy_poodle
3792,american_staffordshire_terrier
3793,greater_swiss_mountain_dog
3794,german_shepherd
3795,great_pyrenees
3796,ibizan_hound
3797,affenpinscher
3798,pug
3799,basenji
3800,malamute
3801,kerry_blue_terrier
3802,keeshond
3803,affenpinscher
3804,lakeland_terrier
